level_0,index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link,competition_link_check,results_link_check,TotalParticipantsInt,Date,Year,Time,Status
5626,1242,ליגה אזורית עמק חפר,comp.asp?compID=1531,76,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10610,28,50m Butterfly,Men 12-99,00:00.00,24/05/2024 17:30:00,11,11,/LeagueTable/AthleticsDisciplineResults/51628?isModal=True,1,1,11,2024-05-24 00:00:00,2024,17:30:00,Passed
5628,1244,ליגה אזורית עמק חפר,comp.asp?compID=1531,76,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10610,30,400m Individual Medley,Men 12-99,00:00.00,24/05/2024 17:32:00,1,1,/LeagueTable/AthleticsDisciplineResults/51624?isModal=True,1,1,1,2024-05-24 00:00:00,2024,17:32:00,Passed
5631,1247,ליגה אזורית עמק חפר,comp.asp?compID=1531,76,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10610,33,100m Breaststroke,Women 12-99,00:00.00,24/05/2024 17:36:00,7,7,/LeagueTable/AthleticsDisciplineResults/51632?isModal=True,1,1,7,2024-05-24 00:00:00,2024,17:36:00,Passed
5632,1248,ליגה אזורית עמק חפר,comp.asp?compID=1531,76,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10610,34,100m Breaststroke,Men 12-99,00:00.00,24/05/2024 17:41:00,11,10,/LeagueTable/AthleticsDisciplineResults/51614?isModal=True,1,1,10,2024-05-24 00:00:00,2024,17:41:00,Passed
5633,1249,ליגה צעירים בת ים 3,comp.asp?compID=1526,77,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10599,1,50m Freestyle,Girls 10-13,00:00.00,31/05/2024 09:00:00,32,32,/LeagueTable/AthleticsDisciplineResults/50163?isModal=True,1,1,32,2024-05-31 00:00:00,2024,09:00:00,Passed
5634,1250,ליגה צעירים בת ים 3,comp.asp?compID=1526,77,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10599,2,50m Freestyle,Boys 10-14,00:00.00,31/05/2024 09:07:00,68,68,/LeagueTable/AthleticsDisciplineResults/50167?isModal=True,1,1,68,2024-05-31 00:00:00,2024,09:07:00,Passed
5635,1251,ליגה צעירים בת ים 3,comp.asp?compID=1526,77,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10599,3,400m Freestyle,Girls 10-13,00:00.00,31/05/2024 09:21:00,13,13,/LeagueTable/AthleticsDisciplineResults/50162?isModal=True,1,1,13,2024-05-31 00:00:00,2024,09:21:00,Passed
5636,1252,ליגה צעירים בת ים 3,comp.asp?compID=1526,77,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10599,4,400m Freestyle,Boys 10-14,00:00.00,31/05/2024 09:43:30,33,33,/LeagueTable/AthleticsDisciplineResults/50166?isModal=True,1,1,33,2024-05-31 00:00:00,2024,09:43:30,Passed
5637,1253,ליגה צעירים בת ים 3,comp.asp?compID=1526,77,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10599,5,100m Backstroke,Girls 10-13,00:00.00,31/05/2024 10:32:30,21,21,/LeagueTable/AthleticsDisciplineResults/50160?isModal=True,1,1,21,2024-05-31 00:00:00,2024,10:32:30,Passed
5638,1254,ליגה צעירים בת ים 3,comp.asp?compID=1526,77,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10599,6,100m Backstroke,Boys 10-14,00:00.00,31/05/2024 10:47:30,38,38,/LeagueTable/AthleticsDisciplineResults/50164?isModal=True,1,1,38,2024-05-31 00:00:00,2024,10:47:30,Passed
5639,1255,ליגה צעירים בת ים 3,comp.asp?compID=1526,77,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10599,7,200m Butterfly,Girls 10-13,00:00.00,31/05/2024 11:11:30,5,5,/LeagueTable/AthleticsDisciplineResults/50161?isModal=True,1,1,5,2024-05-31 00:00:00,2024,11:11:30,Passed
5640,1256,ליגה צעירים בת ים 3,comp.asp?compID=1526,77,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10599,8,200m Butterfly,Boys 10-14,00:00.00,31/05/2024 11:16:00,20,20,/LeagueTable/AthleticsDisciplineResults/50165?isModal=True,1,1,20,2024-05-31 00:00:00,2024,11:16:00,Passed
5641,1257,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,1,50m Freestyle,Women 26-99,00:00.00,20/10/2023 13:00:00,4,3,/LeagueTable/AthleticsDisciplineResults/41555?isModal=True,1,1,3,2023-10-20 00:00:00,2023,13:00:00,Passed
5642,1258,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,2,50m Freestyle,Man 26-99,00:00.00,20/10/2023 13:01:30,12,11,/LeagueTable/AthleticsDisciplineResults/41553?isModal=True,1,1,11,2023-10-20 00:00:00,2023,13:01:30,Passed
5643,1259,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,3,50m Freestyle,Women 8-25,00:00.00,20/10/2023 13:04:30,43,43,/LeagueTable/AthleticsDisciplineResults/41554?isModal=True,1,1,43,2023-10-20 00:00:00,2023,13:04:30,Passed
5644,1260,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,4,50m Freestyle,Man 8-25,00:00.00,20/10/2023 13:13:30,43,43,/LeagueTable/AthleticsDisciplineResults/41556?isModal=True,1,1,43,2023-10-20 00:00:00,2023,13:13:30,Passed
5645,1261,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,5,50m Breaststroke,Girls 8-99,00:00.00,20/10/2023 13:22:30,10,10,/LeagueTable/AthleticsDisciplineResults/41563?isModal=True,1,1,10,2023-10-20 00:00:00,2023,13:22:30,Passed
5646,1262,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,6,50m Breaststroke,Boys 8-99,00:00.00,20/10/2023 13:25:30,11,11,/LeagueTable/AthleticsDisciplineResults/41559?isModal=True,1,1,11,2023-10-20 00:00:00,2023,13:25:30,Passed
5647,1263,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,7,50m Backstroke,Girls 8-99,00:00.00,20/10/2023 13:28:30,4,4,/LeagueTable/AthleticsDisciplineResults/41562?isModal=True,1,1,4,2023-10-20 00:00:00,2023,13:28:30,Passed
5648,1264,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,8,50m Backstroke,Boys 8-99,00:00.00,20/10/2023 13:30:00,16,16,/LeagueTable/AthleticsDisciplineResults/41558?isModal=True,1,1,16,2023-10-20 00:00:00,2023,13:30:00,Passed
5649,1265,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,9,200m Butterfly,Girls 8-99,00:00.00,20/10/2023 13:33:00,1,1,/LeagueTable/AthleticsDisciplineResults/41564?isModal=True,1,1,1,2023-10-20 00:00:00,2023,13:33:00,Passed
5650,1266,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,10,200m Butterfly,Boys 8-99,00:00.00,20/10/2023 13:37:00,3,3,/LeagueTable/AthleticsDisciplineResults/41560?isModal=True,1,1,3,2023-10-20 00:00:00,2023,13:37:00,Passed
5651,1267,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,11,100m Individual Medley,Girls 8-99,00:00.00,20/10/2023 13:41:00,6,6,/LeagueTable/AthleticsDisciplineResults/41561?isModal=True,1,1,6,2023-10-20 00:00:00,2023,13:41:00,Passed
5652,1268,"ליגה אזורית 1 ימק""א",comp.asp?compID=1534,78,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9464,12,100m Individual Medley,Boys 8-99,00:00.00,20/10/2023 13:44:00,18,18,/LeagueTable/AthleticsDisciplineResults/41557?isModal=True,1,1,18,2023-10-20 00:00:00,2023,13:44:00,Passed
5653,1269,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,1,50m Butterfly,Girls 10-13,00:00.00,31/05/2024 15:00:00,18,18,/LeagueTable/AthleticsDisciplineResults/50098?isModal=True,1,1,18,2024-05-31 00:00:00,2024,15:00:00,Passed
5654,1270,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,2,50m Butterfly,Boys 10-14,00:00.00,31/05/2024 15:08:00,25,25,/LeagueTable/AthleticsDisciplineResults/50103?isModal=True,1,1,25,2024-05-31 00:00:00,2024,15:08:00,Passed
5655,1271,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,3,100m Backstroke,Girls 10-13,00:00.00,31/05/2024 15:18:00,17,17,/LeagueTable/AthleticsDisciplineResults/50094?isModal=True,1,1,17,2024-05-31 00:00:00,2024,15:18:00,Passed
5656,1272,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,4,100m Backstroke,Boys 10-14,00:00.00,31/05/2024 15:30:00,26,26,/LeagueTable/AthleticsDisciplineResults/50099?isModal=True,1,1,26,2024-05-31 00:00:00,2024,15:30:00,Passed
5657,1273,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,5,50m Breaststroke,Girls 10-13,00:00.00,31/05/2024 15:48:00,18,18,/LeagueTable/AthleticsDisciplineResults/50097?isModal=True,1,1,18,2024-05-31 00:00:00,2024,15:48:00,Passed
5658,1274,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,6,50m Breaststroke,Boys 10-14,00:00.00,31/05/2024 15:56:00,30,30,/LeagueTable/AthleticsDisciplineResults/50102?isModal=True,1,1,30,2024-05-31 00:00:00,2024,15:56:00,Passed
5659,1275,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,7,100m Freestyle,Girls 10-13,00:00.00,31/05/2024 16:08:00,39,39,/LeagueTable/AthleticsDisciplineResults/50095?isModal=True,1,1,39,2024-05-31 00:00:00,2024,16:08:00,Passed
5660,1276,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,8,100m Freestyle,Boys 10-14,00:00.00,31/05/2024 16:28:00,53,53,/LeagueTable/AthleticsDisciplineResults/50100?isModal=True,1,1,53,2024-05-31 00:00:00,2024,16:28:00,Passed
5661,1277,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,9,100m Individual Medley,Girls 10-13,00:00.00,31/05/2024 16:55:30,22,22,/LeagueTable/AthleticsDisciplineResults/50096?isModal=True,1,1,22,2024-05-31 00:00:00,2024,16:55:30,Passed
5662,1278,משחה דרור,comp.asp?compID=1523,79,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10584,10,100m Individual Medley,Boys 10-14,00:00.00,31/05/2024 17:10:30,22,22,/LeagueTable/AthleticsDisciplineResults/50101?isModal=True,1,1,22,2024-05-31 00:00:00,2024,17:10:30,Passed
5663,1279,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,1,200m Freestyle,Women 10-99,00:00.00,24/05/2024 09:00:00,22,22,/LeagueTable/AthleticsDisciplineResults/50106?isModal=True,1,1,22,2024-05-24 00:00:00,2024,09:00:00,Passed
5664,1280,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,2,200m Freestyle,Men 10-99,00:00.00,24/05/2024 09:13:30,43,43,/LeagueTable/AthleticsDisciplineResults/50110?isModal=True,1,1,43,2024-05-24 00:00:00,2024,09:13:30,Passed
5665,1281,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,3,100m Backstroke,Women 10-99,00:00.00,24/05/2024 09:40:30,16,16,/LeagueTable/AthleticsDisciplineResults/50104?isModal=True,1,1,16,2024-05-24 00:00:00,2024,09:40:30,Passed
5666,1282,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,4,100m Backstroke,Men 10-99,00:00.00,24/05/2024 09:46:30,18,18,/LeagueTable/AthleticsDisciplineResults/50108?isModal=True,1,1,18,2024-05-24 00:00:00,2024,09:46:30,Passed
5667,1283,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,5,200m Breaststroke,Men 10-99,00:00.00,24/05/2024 09:58:00,2,2,/LeagueTable/AthleticsDisciplineResults/65713?isModal=True,1,1,2,2024-05-24 00:00:00,2024,09:58:00,Passed
5668,1284,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,15,100m Breaststroke,Women 10-99,00:00.00,27/04/2025 22:17:00,36,24,/LeagueTable/AthleticsDisciplineResults/50105?isModal=True,1,1,24,2025-04-27 00:00:00,2025,22:17:00,Passed
5669,1285,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,16,100m Breaststroke,Men 10-99,00:00.00,24/05/2024 10:04:30,32,32,/LeagueTable/AthleticsDisciplineResults/50109?isModal=True,1,1,32,2024-05-24 00:00:00,2024,10:04:30,Passed
5670,1286,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,18,200m Individual Medley,Women 10-99,00:00.00,24/05/2024 10:16:00,13,13,/LeagueTable/AthleticsDisciplineResults/50107?isModal=True,1,1,13,2024-05-24 00:00:00,2024,10:16:00,Passed
5671,1287,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,19,200m Individual Medley,Men 10-99,00:00.00,24/05/2024 10:26:30,11,10,/LeagueTable/AthleticsDisciplineResults/50111?isModal=True,1,1,10,2024-05-24 00:00:00,2024,10:26:30,Passed
5672,1288,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,21,400m Individual Medley,Women 10-99,00:00.00,24/05/2024 10:42:00,1,1,/LeagueTable/AthleticsDisciplineResults/65710?isModal=True,1,1,1,2024-05-24 00:00:00,2024,10:42:00,Passed
5673,1289,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,25,50m Butterfly,Women 10-99,00:00.00,24/05/2024 15:15:00,2,2,/LeagueTable/AthleticsDisciplineResults/66400?isModal=True,1,1,2,2024-05-24 00:00:00,2024,15:15:00,Passed
5674,1290,ליגה צפון ועמקים בית איל,comp.asp?compID=1524,80,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10585,26,100m Butterfly,Women 10-99,00:00.00,24/05/2024 11:45:00,1,1,/LeagueTable/AthleticsDisciplineResults/67786?isModal=True,1,1,1,2024-05-24 00:00:00,2024,11:45:00,Passed
5676,1292,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,1,100m Freestyle,Women 14-99,01:05.50,05/06/2024 09:30:00,59,57,/LeagueTable/AthleticsDisciplineResults/49930?isModal=True,1,1,57,2024-06-05 00:00:00,2024,09:30:00,Passed
5677,1293,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,2,100m Freestyle,Men 15-99,00:57.50,05/06/2024 09:39:00,104,99,/LeagueTable/AthleticsDisciplineResults/49913?isModal=True,1,1,99,2024-06-05 00:00:00,2024,09:39:00,Passed
5678,1294,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,3,100m Breaststroke,Women 14-99,01:24.00,05/06/2024 09:55:30,34,32,/LeagueTable/AthleticsDisciplineResults/49931?isModal=True,1,1,32,2024-06-05 00:00:00,2024,09:55:30,Passed
5679,1295,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,4,100m Breaststroke,Men 15-99,01:14.00,05/06/2024 10:03:30,56,52,/LeagueTable/AthleticsDisciplineResults/49914?isModal=True,1,1,52,2024-06-05 00:00:00,2024,10:03:30,Passed
5680,1296,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,5,200m Backstroke,Women 14-99,02:45.00,05/06/2024 10:15:30,44,42,/LeagueTable/AthleticsDisciplineResults/49934?isModal=True,1,1,42,2024-06-05 00:00:00,2024,10:15:30,Passed
5681,1297,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,6,200m Backstroke,Men 15-99,02:24.00,05/06/2024 10:30:30,50,47,/LeagueTable/AthleticsDisciplineResults/49917?isModal=True,1,1,47,2024-06-05 00:00:00,2024,10:30:30,Passed
5682,1298,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,7,50m Butterfly,Women 14-99,00:33.00,05/06/2024 10:45:30,67,65,/LeagueTable/AthleticsDisciplineResults/49944?isModal=True,1,1,65,2024-06-05 00:00:00,2024,10:45:30,Passed
5683,1299,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,8,50m Butterfly,Men 15-99,00:28.50,05/06/2024 10:52:30,81,76,/LeagueTable/AthleticsDisciplineResults/49927?isModal=True,1,1,76,2024-06-05 00:00:00,2024,10:52:30,Passed
5684,1300,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,9,800m Freestyle,Women 14-99,10:20.00,05/06/2024 11:01:30,27,27,/LeagueTable/AthleticsDisciplineResults/49945?isModal=True,1,1,27,2024-06-05 00:00:00,2024,11:01:30,Passed
5685,1301,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,10,800m Freestyle,Men 15-99,09:20.00,05/06/2024 11:34:30,31,31,/LeagueTable/AthleticsDisciplineResults/49928?isModal=True,1,1,31,2024-06-05 00:00:00,2024,11:34:30,Passed
5686,1302,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,11,100m Backstroke,Women 14-99,01:17.00,06/06/2024 09:30:00,59,57,/LeagueTable/AthleticsDisciplineResults/49929?isModal=True,1,1,57,2024-06-06 00:00:00,2024,09:30:00,Passed
5687,1303,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,12,100m Backstroke,Men 15-99,01:05.00,06/06/2024 09:42:00,49,48,/LeagueTable/AthleticsDisciplineResults/49912?isModal=True,1,1,48,2024-06-06 00:00:00,2024,09:42:00,Passed
5688,1304,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,13,50m Breaststroke,Women 14-99,00:39.00,06/06/2024 09:52:00,39,38,/LeagueTable/AthleticsDisciplineResults/49943?isModal=True,1,1,38,2024-06-06 00:00:00,2024,09:52:00,Passed
5689,1305,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,14,50m Breaststroke,Men 15-99,00:34.00,06/06/2024 09:56:00,57,53,/LeagueTable/AthleticsDisciplineResults/49926?isModal=True,1,1,53,2024-06-06 00:00:00,2024,09:56:00,Passed
5690,1306,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,15,100m Butterfly,Women 14-99,01:15.00,06/06/2024 10:02:00,54,53,/LeagueTable/AthleticsDisciplineResults/49932?isModal=True,1,1,53,2024-06-06 00:00:00,2024,10:02:00,Passed
5691,1307,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,16,100m Butterfly,Men 15-99,01:03.50,06/06/2024 10:14:00,70,68,/LeagueTable/AthleticsDisciplineResults/49915?isModal=True,1,1,68,2024-06-06 00:00:00,2024,10:14:00,Passed
5692,1308,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,17,400m Freestyle,Women 14-99,04:59.00,06/06/2024 10:28:00,34,33,/LeagueTable/AthleticsDisciplineResults/49939?isModal=True,1,1,33,2024-06-06 00:00:00,2024,10:28:00,Passed
5693,1309,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,18,400m Freestyle,Men 15-99,04:28.00,06/06/2024 10:52:00,48,48,/LeagueTable/AthleticsDisciplineResults/49922?isModal=True,1,1,48,2024-06-06 00:00:00,2024,10:52:00,Passed
5694,1310,"תחרות קריטריון אולימפי טריילז ""ארנה"" קיץ",comp.asp?compID=477,81,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10567,19,200m Breaststroke,Women 14-99,03:00.00,07/06/2024 09:30:00,20,19,/LeagueTable/AthleticsDisciplineResults/49936?isModal=True,1,1,19,2024-06-07 00:00:00,2024,09:30:00,Passed
